,Company Name,Symbol,Exchange,Currency,Country,Sector,Industry,Website,Full-Time Employees,Insider Ownership (%),Institutional Ownership (%),Market Cap ($B),Enterprise Value ($B),Shares Outstanding (B),Float Shares (B),Book Value/Share ($),EV/EBITDA,EV/Revenue,Current Price ($),Open ($),Previous Close ($),Day High ($),Day Low ($),52-Week High ($),52-Week Low ($),50-Day MA ($),200-Day MA ($),Volume,Avg Volume,EPS (TTM),EPS (Forward),PE Ratio (Trailing),PE Ratio (Forward),PEG Ratio,Profit Margin (%),Operating Margin (%),ROA (%),ROE (%),Operating CF ($B),Free CF ($B),CapEx ($B),Total Debt ($B),Debt to Equity,Quick Ratio,Current Ratio,Dividend Rate ($),Dividend Yield (%),Payout Ratio,Ex-Dividend Date,Revenue Growth YoY,Earnings Growth YoY,Earnings Date,Last Split Date,Last Split Factor
53,"Delta Air Lines, Inc.",DAL,NYQ,USD,United States,Industrials,Airlines,https://www.delta.com,100000,0.34,82.83,32.38,51.83,0.653,0.645,23.82,6.52,0.84,49.59,49.24,48.97,49.97,48.7,69.98,34.74,47.14,54.21,10167054,11750017,5.64,7.02,8.79,7.06,N/A,5.91%,3.92%,4.74%,27.52%,7.99,1.4,N/A,23.38,151.36,0.25,0.38,0.75,151.0,9.75%,1753920000,2.1%,540.0%,N/A,N/A,N/A
54,Deere & Company,DE,NYQ,USD,United States,Industrials,Farm & Heavy Construction Machinery,https://www.deere.com/en,75800,0.2,84.16,139.03,199.36,0.271,0.27,89.68,21.42,4.39,513.34,508.55,508.53,514.21,507.09,533.78,340.2,497.94,454.56,1830803,1336738,20.69,22.17,24.81,23.15,N/A,12.45%,18.55%,4.31%,23.91%,8.86,4.99,N/A,67.11,275.28,1.92,2.14,6.48,126.0,29.86%,1751241600,-16.2%,-22.2%,N/A,1196726400,2:1
55,Deckers Outdoor Corporation,DECK,NYQ,USD,United States,Consumer Cyclical,Footwear & Accessories,https://www.deckers.com,5500,0.48,101.93,15.57,13.96,0.149,0.148,16.73,11.14,2.8,104.2,104.7,101.93,105.35,103.42,223.98,93.72,111.39,151.71,2843980,3474885,6.32,6.36,16.49,16.38,N/A,19.38%,17.44%,22.06%,41.82%,1.04,0.78,N/A,0.28,11.02,2.93,3.71,N/A,N/A,N/A,N/A,6.5%,20.4%,N/A,1726531200,6:1
56,Discover Financial Services,DFS,NYQ,USD,United States,Financial Services,Credit Services,https://www.discover.com,21000,0.16,86.52,50.34,54.07,0.252,0.25,71.16,N/A,4.05,200.05,200.55,200.48,203.02,198.7,207.42,120.97,172.2,167.08,31267850,3061783,18.72,12.69,10.69,12.08,N/A,35.88%,48.02%,3.19%,28.47%,8.71,N/A,N/A,14.54,76.67,1.03,1.04,2.8,1.4,14.96%,1747958400,12.9%,30.5%,N/A,N/A,N/A
57,Danaher Corporation,DHR,NYQ,USD,United States,Healthcare,Diagnostics & Research,https://www.danaher.com,61000,11.04,82.47,142.28,157.87,0.716,0.637,71.06,21.15,6.63,198.8,202.05,201.14,203.5,197.7,281.7,171.0,194.82,223.81,5611270,4208906,5.17,8.38,38.45,23.72,N/A,15.81%,22.49%,3.93%,7.22%,6.25,4.23,N/A,17.58,34.56,0.95,1.43,1.28,64.0,21.9%,1750982400,-0.9%,-9.0%,N/A,1696204800,1128:1000
58,The Walt Disney Company,DIS,NYQ,USD,United States,Communication Services,Entertainment,https://thewaltdisneycompany.com,177080,0.06,73.29,219.94,261.4,1.798,1.795,57.93,13.67,2.78,122.34,121.85,121.46,122.94,121.48,122.94,80.1,107.07,104.39,8417474,11501279,4.91,5.15,24.92,23.76,N/A,9.47%,15.12%,4.48%,8.89%,18.08,9.39,N/A,42.89,39.43,0.54,0.67,1.0,82.0,19.39%,1750723200,7.0%,N/A,N/A,1181692800,10000:9865
59,N/A,DISCA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60,N/A,DISCK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61,"DocuSign, Inc.",DOCU,NMS,USD,United States,Technology,Software - Application,https://www.docusign.com,6838,0.98,87.1,15.45,14.64,0.202,0.2,9.97,49.57,4.83,76.47,75.82,75.55,76.81,75.5,107.86,48.8,82.02,80.88,2327360,2883116,5.26,3.69,14.54,20.72,N/A,36.5%,7.89%,4.41%,70.2%,1.01,1.14,N/A,0.13,6.6,0.73,0.79,N/A,N/A,N/A,N/A,7.6%,112.5%,N/A,N/A,N/A
62,Daqo New Energy Corp.,DQ,NYQ,USD,China,Technology,Semiconductor Equipment & Materials,https://www.dqsolar.com,4749,18.13,51.36,1.01,4.46,0.067,0.217,64.67,-15.12,6.05,15.13,14.97,14.47,15.27,14.8,30.85,12.41,13.93,18.0,784743,815441,-6.51,-1.28,N/A,-11.82,N/A,-58.63%,-92.04%,-4.74%,-9.33%,-0.36,-0.4,N/A,N/A,N/A,4.68,5.62,N/A,N/A,N/A,N/A,-70.2%,N/A,N/A,1605571200,5:1
63,"Domino's Pizza, Inc.",DPZ,NMS,USD,United States,Consumer Cyclical,Restaurants,https://ir.dominos.com,6400,8.07,93.23,15.29,21.25,0.034,0.033,-112.88,22.72,4.49,446.39,454.27,454.72,454.27,439.32,516.37,396.06,472.65,450.08,903386,609593,17.45,17.64,25.58,25.31,N/A,12.84%,18.06%,30.32%,N/A,0.68,0.47,N/A,5.3,N/A,0.36,0.6,6.96,156.0,35.95%,1749772800,3.1%,30.1%,N/A,N/A,N/A
64,eBay Inc.,EBAY,NMS,USD,United States,Consumer Cyclical,Internet Retail,https://www.ebayinc.com,11500,0.29,100.21,33.99,36.39,0.461,0.459,10.69,14.13,3.53,73.76,73.91,73.68,74.4,73.18,79.84,52.03,72.28,66.68,7422821,5874998,4.16,5.22,17.73,14.13,N/A,19.78%,23.83%,6.96%,36.48%,2.59,3.1,N/A,7.18,145.01,1.07,1.17,1.16,157.0,26.44%,1748563200,1.1%,24.5%,N/A,1437350400,2376:1000
65,The Estée Lauder Companies Inc.,EL,NYQ,USD,United States,Consumer Defensive,Household & Personal Products,https://www.elcompanies.com,44020,0.43,93.78,28.81,35.56,0.234,0.233,12.08,16.53,2.4,80.09,81.5,79.03,83.43,79.7,108.37,48.37,65.64,73.22,10748307,4541888,-2.42,2.7,N/A,29.66,N/A,-5.89%,10.85%,3.88%,-15.98%,1.56,1.57,N/A,9.38,215.93,0.89,1.41,1.4,175.0,471.43%,1748563200,-9.9%,-51.6%,N/A,1327276800,2:1
66,Emerson Electric Co.,EMR,NYQ,USD,United States,Industrials,Specialty Industrial Machinery,https://www.emerson.com,73000,0.29,82.85,74.91,88.04,0.562,0.56,34.22,18.14,5.0,133.17,133.41,132.73,134.15,132.33,134.85,90.06,117.29,117.71,4228351,3228138,3.46,6.32,38.49,21.07,N/A,13.6%,19.77%,4.72%,8.33%,3.19,3.43,N/A,15.0,77.86,0.55,0.8,2.11,158.0,60.84%,1747353600,1.3%,-1.1%,N/A,1165881600,2:1
67,"Enphase Energy, Inc.",ENPH,NGM,USD,United States,Technology,Solar,https://www.enphase.com,2781,3.23,92.6,5.36,5.13,0.131,0.127,6.18,22.71,3.61,40.88,42.48,43.0,42.88,39.39,130.08,33.01,44.3,67.01,12038215,7683798,1.09,3.66,37.5,11.17,N/A,10.43%,9.85%,3.01%,17.13%,0.51,0.36,N/A,1.23,152.29,1.5,1.9,N/A,N/A,N/A,N/A,35.2%,N/A,N/A,N/A,N/A
68,Eaton Corporation plc,ETN,NYQ,USD,Ireland,Industrials,Specialty Industrial Machinery,https://www.eaton.com,94443,0.19,86.19,138.22,147.08,0.391,0.39,47.29,25.39,5.81,353.23,353.37,348.14,357.59,351.63,379.99,231.85,315.56,323.23,3692244,2776870,9.93,12.05,35.57,29.31,N/A,15.55%,18.93%,7.82%,20.81%,4.09,2.57,N/A,10.76,58.0,0.78,1.31,4.16,118.0,38.95%,1746403200,7.3%,20.1%,N/A,1298937600,2:1
69,"Etsy, Inc.",ETSY,NMS,USD,United States,Consumer Cyclical,Internet Retail,https://www.etsy.com,2400,1.08,123.21,5.28,6.8,0.104,0.098,-8.66,15.13,2.42,50.64,50.88,50.63,51.5,50.08,66.81,40.05,50.78,51.67,5892102,5581120,1.38,2.6,36.7,19.48,N/A,6.69%,12.19%,10.6%,N/A,0.73,0.64,N/A,2.39,N/A,1.69,2.14,N/A,N/A,N/A,N/A,0.8%,N/A,N/A,N/A,N/A
70,Edwards Lifesciences Corporation,EW,NYQ,USD,United States,Healthcare,Medical Devices,https://www.edwards.com,15800,0.92,89.48,45.88,42.74,0.587,0.581,17.28,25.35,7.74,78.21,77.25,77.15,78.24,76.94,95.25,58.93,75.5,71.64,6149343,4600206,2.42,2.45,32.32,31.92,N/A,75.71%,29.02%,8.42%,16.51%,0.88,1.45,N/A,0.7,6.86,3.33,4.45,N/A,N/A,N/A,N/A,6.2%,4.2%,N/A,1590969600,3:1
71,"Exelixis, Inc.",EXEL,NMS,USD,United States,Healthcare,Biotechnology,https://www.exelixis.com,1147,2.2,94.07,11.91,11.06,0.273,0.232,7.75,13.11,4.81,43.67,43.03,43.09,44.03,42.71,49.62,21.82,40.86,35.23,2930660,3223232,2.19,1.7,19.94,25.69,N/A,27.99%,33.64%,18.05%,30.22%,0.84,0.56,N/A,0.19,8.78,3.32,3.5,N/A,N/A,N/A,N/A,30.6%,358.3%,N/A,N/A,N/A
72,"Expedia Group, Inc.",EXPE,NMS,USD,United States,Consumer Cyclical,Travel Services,https://www.expediagroup.com,16500,1.11,100.44,21.71,23.29,0.122,0.12,8.39,12.67,1.69,170.76,167.12,166.8,171.12,166.36,207.73,110.2,164.4,169.79,1759356,2238319,8.38,14.36,20.38,11.89,N/A,8.48%,-1.47%,4.08%,52.19%,3.16,1.86,N/A,6.47,278.63,0.57,0.73,1.6,94.0,4.77%,1748476800,3.4%,N/A,N/A,1324425600,1:2
73,Ford Motor Company,F,NYQ,USD,United States,Consumer Cyclical,Auto Manufacturers,https://www.ford.com,170000,0.3,62.22,42.95,173.76,3.906,3.869,11.22,17.15,0.95,10.8,10.7,10.63,10.92,10.68,14.85,8.44,10.32,10.25,117155994,116428630,1.25,1.75,8.64,6.17,N/A,2.74%,0.97%,0.98%,11.5%,17.72,1.39,N/A,157.78,353.3,0.92,1.13,0.75,694.0,60.0%,1747008000,-5.0%,-64.0%,N/A,965260800,1748175:1000000
74,N/A,FISV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
75,Fifth Third Bancorp,FITB,NMS,USD,United States,Financial Services,Banks - Regional,https://www.53.com,18786,0.41,86.32,27.71,46.17,0.667,0.664,27.41,N/A,5.84,41.51,41.54,41.45,41.61,41.05,49.07,32.25,37.94,41.62,10039716,4967629,3.15,3.65,13.18,11.37,N/A,29.2%,33.37%,1.08%,11.71%,3.67,N/A,N/A,22.71,N/A,N/A,N/A,1.48,357.0,46.35%,1751241600,-2.2%,1.4%,N/A,963792000,3:2
76,"FormFactor, Inc.",FORM,NMS,USD,United States,Technology,Semiconductor Equipment & Materials,https://www.formfactor.com,2238,0.91,100.34,2.69,2.43,0.077,0.076,12.53,30.24,3.17,34.91,35.55,35.26,35.78,34.5,63.63,22.58,31.15,37.33,1504189,838691,0.69,1.67,50.59,20.9,N/A,7.08%,1.91%,2.55%,5.74%,0.11,0.04,N/A,0.04,3.88,3.27,4.45,N/A,N/A,N/A,N/A,1.6%,-71.4%,N/A,N/A,N/A
77,"First Solar, Inc.",FSLR,NMS,USD,United States,Technology,Solar,https://www.firstsolar.com,8100,5.56,97.3,16.32,16.06,0.107,0.101,76.34,8.77,3.77,152.14,156.37,155.63,158.02,149.54,262.72,116.56,151.59,173.51,4189527,5046933,11.78,20.86,12.92,7.29,N/A,29.72%,26.2%,7.5%,16.77%,0.34,-0.82,N/A,0.63,7.7,1.19,1.93,N/A,N/A,N/A,N/A,6.4%,-11.4%,N/A,N/A,N/A
78,"Fortinet, Inc.",FTNT,NMS,USD,United States,Technology,Software - Infrastructure,https://www.fortinet.com,14556,16.97,71.69,78.92,75.22,0.765,0.648,2.55,36.58,12.25,103.11,103.92,103.86,104.45,102.94,114.82,54.57,102.29,95.35,5640841,5168591,2.43,2.41,42.43,42.78,N/A,30.6%,29.06%,13.33%,205.91%,2.29,1.96,N/A,1.08,54.84,1.26,1.36,N/A,N/A,N/A,N/A,13.8%,43.6%,N/A,1655942400,5:1
79,Fiverr International Ltd.,FVRR,NYQ,USD,Israel,Communication Services,Internet Content & Information,https://www.fiverr.com,762,13.47,66.24,1.03,0.85,0.036,0.03,10.51,464.67,2.09,28.64,29.16,29.18,29.3,28.64,36.11,20.77,29.78,28.69,567785,539524,0.48,2.62,59.67,10.93,N/A,4.51%,-0.56%,-0.68%,4.85%,0.09,0.09,N/A,0.46,122.33,0.96,1.2,N/A,N/A,N/A,N/A,14.6%,N/A,N/A,N/A,N/A
80,GLOBALFOUNDRIES Inc.,GFS,NMS,USD,United States,Technology,Semiconductors,https://gf.com,13000,N/A,102.26,21.32,20.12,0.555,0.104,19.93,9.2,2.96,38.42,38.83,38.77,39.08,38.06,61.98,29.77,36.75,39.57,1458344,1851616,-0.34,1.79,N/A,21.46,N/A,-2.77%,9.53%,2.62%,-1.65%,1.56,1.2,N/A,1.63,14.69,1.76,2.51,N/A,N/A,N/A,N/A,2.3%,58.2%,N/A,N/A,N/A
81,GE Aerospace,GE,NYQ,USD,United States,Industrials,Aerospace & Defense,https://www.geaerospace.com,53000,0.17,80.11,271.41,279.33,1.066,1.063,18.05,28.62,7.04,254.51,251.85,251.0,260.55,251.78,260.55,150.2,226.6,196.49,10303934,7073001,6.34,5.24,40.14,48.57,N/A,17.63%,21.98%,3.72%,27.2%,5.22,2.62,N/A,20.71,106.4,0.73,1.07,1.44,57.0,23.34%,1751846400,10.9%,31.4%,N/A,1712016000,1253:1000
82,"Gilead Sciences, Inc.",GILD,NMS,USD,United States,Healthcare,Drug Manufacturers - General,https://www.gilead.com,17600,0.12,89.72,137.67,153.82,1.244,1.241,15.39,11.21,5.35,110.67,108.26,107.62,112.0,106.84,119.96,66.01,106.27,98.44,19465509,9289827,4.76,7.43,23.25,14.9,N/A,20.76%,38.49%,12.14%,32.65%,10.37,9.99,N/A,24.95,130.79,1.06,1.37,3.16,286.0,65.13%,1749772800,-0.3%,N/A,N/A,1359331200,2:1
83,General Motors Company,GM,NYQ,USD,United States,Consumer Cyclical,Auto Manufacturers,https://www.gm.com,162000,0.24,87.89,47.76,164.89,0.961,0.958,66.64,8.93,0.88,49.68,49.32,49.16,50.14,49.08,61.24,38.96,47.9,49.5,6025416,11686819,7.16,10.57,6.94,4.7,N/A,3.08%,7.64%,2.76%,8.56%,23.04,1.31,N/A,134.16,201.97,0.96,1.21,0.6,121.0,6.7%,1749168000,2.3%,30.9%,N/A,N/A,N/A
84,Genmab A/S,GMAB,NMS,USD,Denmark,Healthcare,Biotechnology,https://www.genmab.com,2638,0.01,10.38,12.64,-1.78,0.616,0.063,83.61,-1.56,-0.55,20.5,20.59,20.73,20.75,20.39,28.56,17.23,20.93,21.5,719361,1547746,1.7,1.4,12.06,14.64,N/A,35.27%,26.29%,11.54%,22.8%,1.19,1.01,N/A,0.14,2.7,5.32,5.34,N/A,N/A,N/A,N/A,18.6%,3.9%,N/A,1525132800,5:1
85,Alphabet Inc.,GOOGL,NMS,USD,United States,Communication Services,Internet Content & Information,https://abc.xyz,185719,0.25,81.09,2165.0,2099.63,5.82,10.876,28.41,15.47,5.84,178.53,173.52,173.54,178.68,171.73,207.05,140.53,165.73,172.23,98345162,42315811,8.96,8.96,19.93,19.93,N/A,30.86%,33.92%,16.9%,34.79%,132.6,60.68,N/A,28.5,8.25,1.6,1.77,0.84,47.0,8.93%,1749427200,12.0%,48.8%,N/A,1658102400,20:1
86,N/A,GRUB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
87,N/A,GRTS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
88,"The Goldman Sachs Group, Inc.",GS,NYQ,USD,United States,Financial Services,Capital Markets,https://www.goldmansachs.com,46600,0.58,74.4,211.97,-73.57,0.307,0.291,371.45,N/A,-1.39,690.81,691.0,687.16,694.2,685.39,694.2,437.37,593.69,571.74,3584638,2647311,43.11,41.56,16.02,16.62,N/A,28.06%,38.15%,0.86%,12.22%,-22.4,N/A,N/A,739.64,593.34,1.41,1.54,12.0,174.0,27.27%,1748563200,6.3%,22.0%,N/A,N/A,N/A
89,"The Home Depot, Inc.",HD,NYQ,USD,United States,Consumer Cyclical,Home Improvement Retail,https://www.homedepot.com,470000,0.07,72.77,366.87,427.45,0.995,0.993,8.0,16.76,2.62,368.74,363.61,363.5,370.15,363.0,439.37,326.31,363.44,387.08,3289513,3634872,14.71,15.6,25.07,23.64,N/A,8.98%,12.88%,15.12%,299.52%,18.64,10.96,N/A,61.95,778.78,0.23,1.09,9.2,249.0,61.44%,1749081600,9.4%,-5.0%,N/A,946598400,3:2
90,Huntington Bancshares Incorporated,HBAN,NMS,USD,United States,Financial Services,Banks - Regional,https://www.huntington.com,20092,0.93,88.36,24.18,28.91,1.457,1.446,12.66,N/A,4.07,16.6,16.65,16.64,16.75,16.53,18.45,11.92,15.43,15.78,36411080,23726195,1.3,1.34,12.77,12.39,N/A,28.83%,38.9%,1.03%,10.37%,1.85,N/A,N/A,19.24,N/A,N/A,N/A,0.62,373.0,47.69%,1750118400,9.5%,30.8%,N/A,963360000,11:10
91,"HA Sustainable Infrastructure Capital, Inc.",HASI,NYQ,USD,United States,Financial Services,Asset Management,https://www.hasi.com,153,2.2,112.65,3.36,8.09,0.121,0.119,19.91,N/A,63.81,27.66,27.72,27.77,27.92,27.43,36.56,21.98,25.95,28.99,3192359,1472664,1.08,2.59,25.61,10.68,N/A,105.46%,-20.76%,1.93%,5.79%,-0.05,N/A,N/A,4.73,191.47,4.25,4.4,1.68,607.0,154.17%,1751414400,-32.1%,-55.3%,N/A,N/A,N/A
92,"Huntington Ingalls Industries, Inc.",HII,NYQ,USD,United States,Industrials,Aerospace & Defense,https://www.hii.com,44000,0.74,97.13,9.36,12.6,0.039,0.039,121.64,12.6,1.1,238.65,238.32,239.83,239.49,236.66,285.81,158.88,227.82,213.83,319292,609546,13.89,15.68,17.18,15.22,N/A,4.76%,7.17%,3.63%,12.27%,0.2,-0.09,N/A,3.41,71.36,0.95,1.06,5.4,226.0,38.18%,1748563200,-2.5%,-2.1%,N/A,N/A,N/A
93,Honeywell International Inc.,HON,NMS,USD,United States,Industrials,Conglomerates,https://www.honeywell.com,102000,0.11,82.95,147.21,171.58,0.643,0.611,27.17,17.57,4.38,228.85,226.17,226.38,228.95,225.79,242.77,179.36,217.89,215.97,4708730,4143464,8.7,11.01,26.3,20.79,N/A,14.51%,21.83%,7.41%,32.68%,6.25,4.35,N/A,33.99,188.51,0.84,1.25,4.52,198.0,50.8%,1747353600,7.9%,-0.4%,N/A,1540771200,1032:1000
94,"HubSpot, Inc.",HUBS,NYQ,USD,United States,Technology,Software - Application,https://www.hubspot.com,8574,3.61,93.83,29.04,27.65,0.053,0.051,38.34,-609.9,10.15,550.63,550.58,547.76,553.36,542.42,881.13,434.84,597.9,633.52,1008498,792014,-0.44,9.13,N/A,60.31,N/A,-0.85%,-3.56%,-1.15%,-1.34%,0.63,0.57,N/A,0.66,32.68,1.48,1.66,N/A,N/A,N/A,N/A,15.7%,N/A,N/A,N/A,N/A
95,N/A,HZNP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
96,International Business Machines Corporation,IBM,NYQ,USD,United States,Technology,Information Technology Services,https://www.ibm.com,270300,0.12,65.27,269.25,318.69,0.929,0.927,28.92,22.84,5.07,289.7,292.97,291.93,293.12,288.52,296.16,173.38,261.61,239.28,2085240,4461620,5.85,10.61,49.52,27.3,N/A,8.71%,12.4%,4.47%,21.85%,13.65,10.56,N/A,66.84,247.98,0.85,1.01,6.72,232.0,114.19%,1746748800,0.5%,-34.9%,N/A,1635984000,1046:1000
97,"Illumina, Inc.",ILMN,NMS,USD,United States,Healthcare,Diagnostics & Research,https://www.illumina.com,8970,0.22,106.89,15.01,16.38,0.158,0.154,14.89,17.09,3.78,94.79,94.79,94.16,95.69,93.34,156.66,68.7,82.2,112.42,3825920,2313872,-6.08,4.42,N/A,21.45,N/A,-22.27%,17.67%,4.96%,-23.85%,1.0,0.38,N/A,2.61,110.09,1.35,1.86,N/A,N/A,N/A,N/A,-3.3%,N/A,N/A,1719273600,1028:1000
98,Incyte Corporation,INCY,NMS,USD,United States,Healthcare,Biotechnology,https://www.incyte.com,2617,2.22,100.64,13.23,10.87,0.194,0.161,18.93,35.84,2.46,68.37,70.97,70.81,71.12,67.88,83.95,53.56,64.15,67.88,2558690,2055212,0.2,6.14,341.85,11.14,N/A,0.48%,20.65%,2.04%,0.47%,0.38,0.62,N/A,0.04,1.18,1.88,2.04,N/A,N/A,N/A,N/A,19.5%,6.7%,N/A,967766400,2:1
99,Intel Corporation,INTC,NMS,USD,United States,Technology,Semiconductors,https://www.intel.com,108900,0.08,67.61,98.97,134.73,4.362,4.354,22.87,16.6,2.54,22.69,22.71,22.5,23.38,22.42,37.16,17.67,20.74,21.71,93409586,91331051,-4.48,0.97,N/A,23.39,N/A,-36.19%,-0.24%,-1.09%,-18.13%,10.32,-7.0,N/A,50.15,47.13,0.75,1.31,N/A,N/A,208.33%,1722988800,-0.4%,N/A,N/A,965001600,2:1
100,Intuit Inc.,INTU,NMS,USD,United States,Technology,Software - Application,https://www.intuit.com,18800,2.55,88.14,216.62,N/A,0.279,0.272,72.11,N/A,N/A,776.57,771.16,772.86,787.22,771.16,787.22,532.65,694.54,638.46,2051507,1823683,12.27,22.23,63.29,34.93,N/A,19.07%,15.7%,8.57%,17.84%,6.24,5.2,N/A,N/A,N/A,0.71,1.45,4.16,54.0,32.82%,1752105600,41.0%,-18.5%,N/A,1152230400,2:1
101,"Ionis Pharmaceuticals, Inc.",IONS,NMS,USD,United States,Healthcare,Biotechnology,https://www.ionis.com,1069,0.84,108.34,6.33,6.15,0.159,0.158,2.99,-13.36,8.58,39.8,39.78,39.78,40.1,39.57,52.34,23.95,33.71,34.85,2384006,1738285,-2.99,-3.74,N/A,-10.64,N/A,-63.86%,-111.59%,-10.59%,-118.62%,-0.5,-0.37,N/A,1.97,413.8,8.74,9.66,N/A,N/A,N/A,N/A,10.1%,N/A,N/A,N/A,N/A
102,Ingersoll Rand Inc.,IR,NYQ,USD,United States,Industrials,Specialty Industrial Machinery,https://www.irco.com,21000,0.22,99.94,34.0,37.3,0.403,0.402,25.99,19.16,5.12,84.27,84.89,84.94,85.45,83.76,106.03,65.61,79.98,89.08,2878105,3239879,2.02,3.54,41.72,23.81,N/A,11.3%,19.0%,5.39%,8.11%,1.49,1.11,N/A,4.87,46.11,1.63,2.38,0.08,9.0,3.96%,1747267200,2.8%,-8.0%,N/A,N/A,N/A
103,"Intuitive Surgical, Inc.",ISRG,NMS,USD,United States,Healthcare,Medical Instruments & Supplies,https://www.intuitive.com,15638,0.52,89.12,191.29,186.88,0.358,0.356,47.73,63.01,21.44,533.71,535.25,534.19,544.23,533.09,616.0,413.82,530.39,528.49,1996045,1955491,6.83,7.86,78.14,67.9,N/A,28.41%,25.66%,8.84%,15.96%,2.73,1.66,N/A,N/A,N/A,3.81,4.98,N/A,N/A,N/A,N/A,19.2%,27.2%,N/A,1633392000,3:1
104,Illinois Tool Works Inc.,ITW,NYQ,USD,United States,Industrials,Specialty Industrial Machinery,https://www.itw.com,44000,0.38,84.17,72.77,80.07,0.293,0.266,11.06,17.72,5.08,248.06,247.67,246.75,249.65,246.63,279.13,214.66,243.35,254.81,970639,1158216,11.36,10.7,21.84,23.18,N/A,21.37%,25.06%,16.54%,107.58%,3.28,2.69,N/A,8.26,254.87,1.06,1.6,6.0,242.0,51.94%,1751241600,-3.4%,-12.8%,N/A,1148601600,2:1
105,Johnson & Johnson,JNJ,NYQ,USD,United States,Healthcare,Drug Manufacturers - General,https://www.jnj.com,138100,0.06,74.0,366.71,380.18,2.406,2.402,32.47,12.66,4.26,152.41,152.01,152.01,153.33,151.01,169.99,140.68,153.91,155.73,4871715,9249756,8.99,10.6,16.95,14.38,N/A,24.42%,29.41%,7.77%,29.45%,24.78,16.8,N/A,52.25,66.9,0.96,1.26,5.2,341.0,55.17%,1748304000,2.4%,238.8%,N/A,992390400,2:1
106,JPMorgan Chase & Co.,JPM,NYQ,USD,United States,Financial Services,Banks - Diversified,https://www.jpmorganchase.com,318477,0.46,74.09,797.9,415.53,2.779,2.765,119.24,N/A,2.46,287.11,285.81,288.75,288.7,285.04,289.41,190.9,260.13,244.35,10698577,10125193,20.38,16.74,14.09,17.15,N/A,35.38%,43.34%,1.41%,17.35%,-139.69,N/A,N/A,1076.28,N/A,N/A,N/A,5.6,195.0,24.78%,1751500800,4.8%,14.2%,N/A,960768000,3:2
107,Kimberly-Clark Corporation,KMB,NMS,USD,United States,Consumer Defensive,Household & Personal Products,https://www.kimberly-clark.com,38000,0.19,80.32,42.44,49.28,0.332,0.331,3.32,12.77,2.5,127.89,126.88,126.84,128.53,126.88,150.45,124.1,134.89,136.11,1914924,2439879,7.34,7.63,17.42,16.76,N/A,12.48%,16.94%,11.54%,207.06%,3.12,2.05,N/A,7.28,595.1,0.4,0.76,5.04,394.0,67.03%,1749168000,-6.0%,-11.0%,N/A,1414972800,1043:1000
